codigoarticulo	codigofabrica	ubicacion	codigodemarca	nombre_marca	
TECH7938	7938	3-2-06-1-	073	TECHNIC PNEUS	
TECH7939	7939	3-2-06-1-	073	TECHNIC PNEUS	
TECH7940	7940	3-2-06-3-	073	TECHNIC PNEUS	
TECH7941	7941		073	TECHNIC PNEUS	
TECH7942	7942		073	TECHNIC PNEUS	
TECH7943	7943	3-2-04-2-	073	TECHNIC PNEUS	
TECH7944	7944	3-2-04-3-	073	TECHNIC PNEUS	
TECH7946	7946	3-2-04-1-	073	TECHNIC PNEUS	
TECH7947	7947	3-2-08-1-	073	TECHNIC PNEUS	
TECH7948	7948	3-2-02-3-	073	TECHNIC PNEUS	
TECH7949	7949	3-1-03-2-	073	TECHNIC PNEUS	
TECH7950	7950	3-2-08-4-	073	TECHNIC PNEUS	
TECH7951	7951	3-2-04-3-	073	TECHNIC PNEUS	
TECH7952	7952	3-2-08-1-	073	TECHNIC PNEUS	
TECH7954	7954	3-2-04-2-	073	TECHNIC PNEUS	
TECH7955	7955		073	TECHNIC PNEUS	
TECH7956	7956	3-2-06-1-	073	TECHNIC PNEUS	
TECH7957	7957	3-2-06-1-	073	TECHNIC PNEUS	
TECH7958	7958	3-1-05-2-	073	TECHNIC PNEUS	
TECH9391	9391	3-2-02-2-	073	TECHNIC PNEUS	
TES	TES	1-3-01-3-08	042	JC TORNILLOS	
TF512	TF512	1-3-01-4-13	042	JC TORNILLOS	
TF612	TF612	1-3-01-4-13	042	JC TORNILLOS	
TF620	TF620	1-3-01-4-13	042	JC TORNILLOS	
TM203	TM203	1-2-05-1-01	80	CROSS X	
TM610	TM610	1-3-01-4-09	042	JC TORNILLOS	
TM615	TM615	1-3-01-4-09	042	JC TORNILLOS	
TM620	TM620	1-3-01-4-09	042	JC TORNILLOS	
TM625	TM625	1-3-01-2-10	042	JC TORNILLOS	
TM630	TM630	1-3-01-4-10	042	JC TORNILLOS	
TM635	TM635	1-3-01-4-10	042	JC TORNILLOS	
TM640	TM640	1-3-01-4-10	042	JC TORNILLOS	
TM645	TM645	1-3-01-4-11	042	JC TORNILLOS	
TM650	TM650	1-3-01-4-10	042	JC TORNILLOS	
TM660	TM660	1-3-01-4-11	042	JC TORNILLOS	
TM670	TM670	1-3-01-4-11	042	JC TORNILLOS	
TMD	TMD	1-3-01-3-11	042	JC TORNILLOS	
TMFC	TMFC	1-3-01-3-11	042	JC TORNILLOS	
TMFCF	TMFCF	1-3-01-3-11	042	JC TORNILLOS	
TMTI	TMTI	1-3-01-3-11	042	JC TORNILLOS	
TMYB	TMYB	1-3-01-3-03	042	JC TORNILLOS	
TN101	TN101		80	CROSS X	
TN102	TN102	1-2-05-4-08	80	CROSS X	
TOCU	TOCU	1-3-01-3-09	042	JC TORNILLOS	
TP101	TP101	1-2-07-2-02	80	CROSS X	
TP5	TP5	1-3-01-3-10	042	JC TORNILLOS	
TP5C	TP5C	1-3-01-3-10	042	JC TORNILLOS	
TP6	TP6	1-3-01-3-10	042	JC TORNILLOS	
TP610	TP610	1-3-01-3-04	042	JC TORNILLOS	
TP615	TP615	1-3-01-3-04	042	JC TORNILLOS	
TP620	TP620	1-3-01-3-04	042	JC TORNILLOS	
TP625	TP625	1-3-01-3-04	042	JC TORNILLOS	
TP630	TP630	1-3-01-3-05	042	JC TORNILLOS	
TPA610	TPA610	1-3-01-3-05	042	JC TORNILLOS	
TPA615	TPA615	1-3-01-3-05	042	JC TORNILLOS	
TPA620	TPA620	1-3-01-3-05	042	JC TORNILLOS	
TPA625	TPA625	1-3-01-2-02	042	JC TORNILLOS	
TPA630	TPA630	1-3-01-2-02	042	JC TORNILLOS	
TPA635	TPA635	1-3-01-2-02	042	JC TORNILLOS	
TPAN610	TPAN610	1-3-01-3-01	042	JC TORNILLOS	
TPAN615	TPAN615	1-3-01-2-01	042	JC TORNILLOS	
TPAN620	TPAN620	1-3-01-3-01	042	JC TORNILLOS	
TPAN625	TPAN625	1-3-01-2-01	042	JC TORNILLOS	
TPAN630	TPAN630	1-3-01-2-01	042	JC TORNILLOS	
TPCG	TPCG	1-3-01-3-08	042	JC TORNILLOS	
TPCT	TPCT	1-3-01-3-08	042	JC TORNILLOS	
TPH1	TPH1	1-3-01-3-07	042	JC TORNILLOS	
TPN610	TPN610	1-3-01-4-06	042	JC TORNILLOS	
TPN615	TPN615	1-3-01-4-06	042	JC TORNILLOS	
TPN620	TPN620	1-3-01-4-06	042	JC TORNILLOS	
TPN625	TPN625	1-3-01-2-10	042	JC TORNILLOS	
TPN630	TPN630	1-3-01-4-07	042	JC TORNILLOS	
TPPS	TPPS	1-3-01-4-12	042	JC TORNILLOS	
TR6	TR6		042	JC TORNILLOS	
TRDS	TRDS	1-3-01-4-01	042	JC TORNILLOS	
TRDS2	TRDS2	1-3-01-4-01	042	JC TORNILLOS	
TRS4	TRS4	1-2-10-4-12	042	JC TORNILLOS	
TRS5	TRS5	1-2-10-4-12	042	JC TORNILLOS	
TRS6	TRS6	1-2-10-4-12	042	JC TORNILLOS	
TS415	TS415	1-3-01-4-01	042	JC TORNILLOS	
TS420	TS420	1-3-01-4-02	042	JC TORNILLOS	
TS515	TS515	1-3-01-4-02	042	JC TORNILLOS	
TS520	TS520	1-3-01-4-02	042	JC TORNILLOS	
TSMC	TSMC	1-3-01-4-12	042	JC TORNILLOS	
TSML	TSML	1-3-01-4-12	042	JC TORNILLOS	
TSMS	TSMS	1-3-01-3-03	042	JC TORNILLOS	
TSP515	TSP515	1-3-01-3-01	042	JC TORNILLOS	
TSP520	TSP520	1-3-01-3-01	042	JC TORNILLOS	
TTCS	TTCS	1-3-01-4-08	042	JC TORNILLOS	
TTDS	TTDS	1-3-01-3-07	042	JC TORNILLOS	
TTRX	TTRX	1-3-01-2-08	042	JC TORNILLOS	
TUES	TUES	1-3-01-4-03	042	JC TORNILLOS	
TVPRO			061	BHI	
TVRX	TVRX	1-3-01-4-07	042	JC TORNILLOS	
TVS	TVS	1-3-01-4-03	042	JC TORNILLOS	
U102	U102		80	CROSS X	
UDC428-S	UDC428-S	1-4-08-1-03	21	XXI	
UDC520-S	UDC520-S	1-4-08-1-04	21	XXI	
V1	V1	1-3-01-3-13	042	JC TORNILLOS	
V110	V110	1-2-05-1-04	80	CROSS X	
V114	V114	1-2-03-1-01	80	CROSS X	
V2	V2	1-3-01-3-13	042	JC TORNILLOS	
V3	V3	1-3-01-3-13	042	JC TORNILLOS	
V333B	V333B	1-2-03-1-02	80	CROSS X	
V4	V4	1-3-01-3-13	042	JC TORNILLOS	
VAX1-002	1-002		006	VAXEL	
VAX1-003	0417		006	VAXEL	
VAX1-006	1-006		006	VAXEL	
VAX1-009	1-009	1-3-03-3-09	006	VAXEL	
VAX300	300	Almacen	87	02 LIQUIDACION	
VAX-F100	100	1-3-03-4-01	006	VAXEL	
VAX-F102	102	1-3-03-4-02	006	VAXEL	
VAX-F103	103	1-3-03-4-03	006	VAXEL	
VAX-F104	104	1-3-03-4-04	006	VAXEL	
VAX-F105	105	1-3-03-4-05	006	VAXEL	
VAX-F106	106	1-3-03-4-06	006	VAXEL	
VAX-F107	107	1-3-03-4-07	006	VAXEL	
VAX-F108	108	1-3-03-3-10	006	VAXEL	
VAX-F109	109	1-3-03-3-09	006	VAXEL	
VAX-F114	114	1-3-03-3-08	006	VAXEL	
VAX-F115	115	1-3-03-3-07	006	VAXEL	
VAX-F116	116	1-3-05-3-06	006	VAXEL	
VAX-F124	124	1-3-03-3-05	006	VAXEL	
VAX-F126	126	1-3-03-3-04	006	VAXEL	
VAX-F130	130	1-3-03-3-03	006	VAXEL	
VAX-F131	131	1-3-03-3-02	006	VAXEL	
VAX-F132	132	1-3-03-3-01	006	VAXEL	
VAX-F133	133	1-3-03-2-01	006	VAXEL	
VAX-F140	140	1-3-03-2-02	006	VAXEL	
VAX-F141	141	1-3-03-2-03	006	VAXEL	
VAX-F142	142	1-3-03-2-04	006	VAXEL	
VAX-F147	147	1-3-03-2-06	006	VAXEL	
VAX-F148	148	1-3-03-2-07	006	VAXEL	
VAX-QF-04	04	Almacen	87	02 LIQUIDACION	
VAX-WL-126	126	Almacen	87	02 LIQUIDACION	
VBET0005	VBET0005	1-3-05-1-07	062	BOTTA	
VCPRO			061	BHI	
VFPRO			061	BHI	
VGIL0005	VGIL0005	1-3-05-1-02	062	BOTTA	
VGIL0010	VGIL0010	1-3-05-1-02	062	BOTTA	
VGUE0005	VGUE0005	1-3-05-1-03	062	BOTTA	
VGUE0010	VGUE0010		062	BOTTA	
VHON0020	VHON0020	1-3-09-1-05	062	BOTTA	
VHON0025	VHON0025	1-3-09-1-05	062	BOTTA	
VHON0030	VHON0030	1-3-09-1-04	062	BOTTA	
VHON0035	VHON0035	1-3-09-1-04	062	BOTTA	
VHON0040	VHON0040	1-3-09-1-03	062	BOTTA	
VHON0045	VHON0045	1-3-09-1-03	062	BOTTA	
VHON0050	VHON0050	1-3-09-1-02	062	BOTTA	
VHON0055	VHON0055	1-3-09-1-02	062	BOTTA	
VHON0056	VHON0056	1-3-09-1-01	062	BOTTA	
VHON0060	VHON0060	1-3-09-1-01	062	BOTTA	
VHON0061	VHON0061	1-3-09-1-01	062	BOTTA	
VHON0065	VHON0065	1-3-07-1-06	062	BOTTA	
VHON0070	VHON0070	1-3-09-1-06	062	BOTTA	
VHON0075	VHON0075	1-3-09-1-06	062	BOTTA	
VHON0080	VHON0080	1-3-07-1-06	062	BOTTA	
VHON0085	VHON0085	1-3-07-1-06	062	BOTTA	
VHON0090	VHON0090	1-3-07-1-05	062	BOTTA	
VHON0095	VHON0095	1-3-07-1-04	062	BOTTA	
VHON0100	VHON0100	1-3-07-1-04	062	BOTTA	
VHON0105	VHON0105	1-3-07-1-04	062	BOTTA	
VLVG1S01-P		1-4-08-2-01	21	XXI	
VLVG1S01-S	VLVG1S01-S	1-4-08-2-03	21	XXI	
VMOT0005	VMOT0005	1-3-07-1-03	062	BOTTA	
VMOT0010	VMOT0010		062	BOTTA	
VMOT0015	VMOT0015	1-3-07-1-03	062	BOTTA	
VMOT0020	VMOT0020		062	BOTTA	
VMOT0025	VMOT0025	1-3-09-1-04	062	BOTTA	
VMOT0030	VMOT0030	1-3-09-1-04	062	BOTTA	
VMOT0035	VMOT0035		062	BOTTA	
VR101	VR101		80	CROSS X	
VRF1001	VRF1001	2-4-03-1-01	017	AB COVERS	
VRF1002	VRF1002	2-4-4-1-02	017	AB COVERS	
VRF1003	VRF1003	2-4-4-1-03	017	AB COVERS	
VRF1004	VRF1004	2-4-03-1-04	017	AB COVERS	
VRF1005	VRF1005	2-4-03-1-05	017	AB COVERS	
VRF1006	VRF1006	2-4-4-1-06	017	AB COVERS	
VRF1007	VRF1007	2-4-4-1-07	017	AB COVERS	
VRF1008	VRF1008	2-4-03-1-08	017	AB COVERS	
VRF1009	VRF1009	2-4-4-1-09	017	AB COVERS	
VRF1010	VRF1010	2-4-6-1-01	017	AB COVERS	
VRF1011	VRF1011	2-4-6-1-02	017	AB COVERS	
VRF1012	VRF1012	2-4-6-1-03	017	AB COVERS	
VRF1013	VRF1013	2-4-6-1-04	017	AB COVERS	
VRF1014	VRF1014	2-4-6-1-05	017	AB COVERS	
VRF1015	VRF1015	2-4-6-1-06	017	AB COVERS	
VRF1016	VRF1016	2-4-05-1-07	017	AB COVERS	
VRF1017	VRF1017	2-4-6-1-07	017	AB COVERS	
VRF1019	VRF1019	2-4-03-2-03	017	AB COVERS	
VRF1020	VRF1020		017	AB COVERS	
VSUZ0005	0005	1-3-05-1-04	062	BOTTA	
VT102	VT102	1-2-03-3-08	80	CROSS X	
VYAM0005	VYAM0005		062	BOTTA	
VYAM0010	VYAM0010	1-3-09-1-01	062	BOTTA	
VYAM0015	VYAM0015	1-3-09-1-01	062	BOTTA	
VYAM0020	VYAM0020	1-3-09-1-01	062	BOTTA	
VYAM0025	VYAM0025	1-3-09-1-01	062	BOTTA	
VYAM0030	VYAM0030	1-3-09-1-01	062	BOTTA	
VYAM0035	VYAM0035		062	BOTTA	
VZAN0005	VZAN0005	1-3-09-1-03	062	BOTTA	
VZAN0010	VZAN0010	1-3-09-1-03	062	BOTTA	
VZAN0015	VZAN0015	1-3-07-1-02	062	BOTTA	
VZAN0030	VZAN0030	1-3-07-1-02	062	BOTTA	
VZAN0035	VZAN0035	1-3-07-1-02	062	BOTTA	
VZAN0040	VZAN0040	1-3-07-1-02	062	BOTTA	
VZAN0045	VZAN0045	1-3-07-1-01	062	BOTTA	
VZAN0050	VZAN0050	1-3-07-1-01	062	BOTTA	
W-BR12YC-9	BRD12YC-9	1-3-08-4-05	020	WEGA	
WD101	WD101	1-2-03-1-04	80	CROSS X	
W-DR15YC	DR15YC	1-3-08-4-06	020	WEGA	
W-ER12YC-9	ER12YC-9	1-3-08-4-07	020	WEGA	
W-K001	0000KIT-TORNADO	2-2-10-1-03	020	WEGA	
W-K002	00000KIT-XRE300	2-1-07-2-03	020	WEGA	
W-K003	WKM-8102	2-1-07-2-04	020	WEGA	
W-K004	0000KIT-TWISTER		020	WEGA	
WKM-8100	WKM-8100		020	WEGA	
WKM-8105	WKM-8105	2-1-07-2-04	020	WEGA	
W-L14YC	L14YC	1-3-08-4-08	020	WEGA	
W-L15YC	L15YC	1-3-08-4-09	020	WEGA	
W-L17YC	L17YC	1-3-08-4-10	020	WEGA	
W-LR15Y	LR15Y		020	WEGA	
W-M14C	M14C	1-3-08-4-03	020	WEGA	
W-N15	N15		020	WEGA	
W-N15C	N15C	1-3-08-4-11	020	WEGA	
W-N17YC	N17YC	1-3-08-4-12	020	WEGA	
W-P15	P15		020	WEGA	
W-P15C	P15C	1-3-08-4-04	020	WEGA	
W-P15Y	P15Y		020	WEGA	
W-P15YC	P15YC	1-3-08-4-13	020	WEGA	
WR-001	WR-001	2-1-05-3-11	020	WEGA	
WR-002	WR-002	2-1-05-3-12	020	WEGA	
WR-003	WR-003	2-1-05-3-13	020	WEGA	
WR-005	WR-005	2-1-05-3-18	020	WEGA	
WR-006	WR-006	2-1-05-3-15	020	WEGA	
WR-007	WR-007	2-1-05-3-16	020	WEGA	
WR-008	WR-008	2-1-05-3-17	020	WEGA	
WR-009	WR-009	2-1-05-3-14	020	WEGA	
WR-013	WR-013	2-1-05-3-15	020	WEGA	
WR-014	WR-014	2-1-05-3-20	020	WEGA	
WR-015	WR-015	2-1-05-3-19	020	WEGA	
WR-017	WR-017	2-1-07-3-01	020	WEGA	
WR-018	WR-018	2-1-05-2-12	020	WEGA	
WR-024	WR-024	2-1-01-5-08	020	WEGA	
WR-025	WR-025	2-1-07-3-02	020	WEGA	
WR-028	WR-028		020	WEGA	
W-SR15YC	SR15YC	1-3-08-4-14	020	WEGA	
W-T14C	T14C	1-3-08-4-01	020	WEGA	
W-T15C	T15C	1-3-08-4-02	020	WEGA	
XFOU 041	041		006	VAXEL	
Z101	Z101	1-2-03-1-04	80	CROSS X	
ZPTG1S01-S	1S01-S	estanteria zapata	21	XXI	
ZPTZ1R15-S	1R15-S	fondo	21	XXI	
